id,year,quarter,month,period,date,pr_number,description,department,contact_person,assign_to,budget,budget_q1,budget_q2,budget_q3,budget_q4,source_method,status,supplier_details,supplier_rating,local_content_percentage,pr_approval_scope_input,approving_authority,planned,target_date,actual_project_start,sla,note,review_approval_scope_eval,floating,tender_submit_by_vendor,evaluation,award_approval,contract_and_po,pr_approval_scope_input_pd,review_approval_scope_eval_pd,floating_pd,tender_submit_by_vendor_pd,evaluation_pd,award_approval_pd,contract_and_po_pd,total_days_pd,review_approval_scope_eval_ad,floating_ad,tender_submit_by_vendor_ad,evaluation_ad,award_approval_ad,contract_and_po_ad,total_days_ad,review_approval_scope_eval_pd_sla,floating_pd_sla,tender_submit_by_vendor_pd_sla,evaluation_pd_sla,award_approval_pd_sla,contract_and_po_pd_sla,review_approval_scope_eval_ad_sla,floating_ad_sla,tender_submit_by_vendor_ad_sla,evaluation_ad_sla,award_approval_ad_sla,contract_and_po_ad_sla,review_approval_scope_eval_diff_sla,floating_diff_sla,tender_submit_by_vendor_diff_sla,evaluation_diff_sla,award_approval_diff_sla,contract_and_po_diff_sla,project_status,risk,duration,last_status_date,status_duration,status_sla,status_co,escalate_48h,ceo_escalation,detailed_description,business_justification,expected_outcomes,impact_if_delayed,special_requirements,requester_name,requester_email,requester_department,project_manager,finance_approver,technical_reviewer,supplier_name,supplier_category,supplier_country,supplier_payment_terms,supplier_delivery_time,supplier_quality_score,supplier_past_performance,currency,exchange_rate,budget_category,cost_center,tax_amount,total_cost_with_tax,priority_level,urgency,category,subcategory,tags,created_date,submitted_date,first_approval_date,final_approval_date,rejection_count,rejection_reason,last_modified_by,last_modified_date,delivery_status,expected_delivery_date,actual_delivery_date,delivery_location,milestone_1_date,milestone_2_date,completion_percentage,compliance_status,required_documents,documents_submitted,compliance_officer,regulatory_framework,audit_trail_url,contract_type,contract_duration_months,warranty_period_months,renewal_date,legal_review_status,on_time_delivery,budget_variance_percentage,quality_rating,customer_satisfaction,issues_reported
401,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0374,Software License Renewal,Finance,Mary Rodriguez,Team D,25403.41,8609.59,5103.37,7127.29,4563.16,RFP,Under Review,Supplier-392,A+,72.2,2025-08-04,COO,No,2025-10-20,2025-08-07,55,Project note for PR-2025-0374,4.0,6.0,14.0,8.0,5.0,7.0,4.0,4.0,6.0,14.0,8.0,5.0,7.0,44.0,9.0,7.0,24.0,7.0,10.0,9.0,66.0,11.0,19.0,21.0,10.0,9.0,5.0,12.0,9.0,15.0,10.0,11.0,5.0,-3.0,-2.0,9.0,-3.0,-1.0,4.0,,Low,48,2025-09-16,16,42,Yes,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0402,Software License Renewal,Legal,Jennifer Martinez,Team A,187150.73,37483.56,30794.59,34595.93,84276.66,RFP,Approved,Supplier-741,C,72.8,2025-08-04,CFO,Yes,2025-09-08,2025-08-11,64,Project note for PR-2025-0402,4.0,6.0,28.0,15.0,8.0,4.0,4.0,4.0,6.0,28.0,15.0,8.0,4.0,65.0,8.0,7.0,23.0,14.0,12.0,7.0,71.0,8.0,16.0,25.0,14.0,12.0,8.0,7.0,7.0,30.0,7.0,7.0,3.0,1.0,0.0,-7.0,7.0,5.0,4.0,,Low,94,2025-08-31,18,25,Yes,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0434,Facility Maintenance,Finance,Mary Rodriguez,Team B,16823.03,3368.2,3305.89,2551.81,7597.13,RFP,Pending,Supplier-112,B+,69.8,2025-08-02,CEO,Yes,2025-10-31,2025-08-08,54,Project note for PR-2025-0434,9.0,5.0,15.0,13.0,5.0,5.0,9.0,9.0,5.0,15.0,13.0,5.0,5.0,52.0,9.0,7.0,18.0,13.0,3.0,6.0,56.0,6.0,17.0,20.0,10.0,6.0,3.0,10.0,14.0,29.0,9.0,5.0,7.0,-1.0,-7.0,-11.0,4.0,-2.0,-1.0,,None,101,2025-08-22,5,21,No,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0442,Training Services,HR,Lisa Anderson,Team D,226392.2,66383.36,38282.49,58886.26,62840.1,RFQ,In Progress,Supplier-373,B+,90.5,2025-08-02,CFO,Yes,2025-10-22,2025-08-05,120,Project note for PR-2025-0442,4.0,13.0,14.0,7.0,6.0,6.0,4.0,4.0,13.0,14.0,7.0,6.0,6.0,50.0,9.0,19.0,18.0,5.0,6.0,8.0,65.0,7.0,7.0,31.0,12.0,6.0,10.0,9.0,18.0,25.0,9.0,12.0,6.0,0.0,1.0,-7.0,-4.0,-6.0,2.0,,Low,121,2025-09-24,11,33,No,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0452,Consulting Services,Sales,John Smith,Team B,194426.47,65672.92,30937.7,55273.37,42542.48,RFQ,On Hold,Supplier-712,B+,56.9,2025-08-03,COO,Yes,2025-10-18,2025-08-10,32,Project note for PR-2025-0452,5.0,9.0,19.0,11.0,8.0,4.0,5.0,5.0,9.0,19.0,11.0,8.0,4.0,56.0,9.0,13.0,28.0,11.0,6.0,5.0,72.0,6.0,14.0,18.0,7.0,12.0,6.0,5.0,20.0,31.0,14.0,6.0,8.0,4.0,-7.0,-3.0,-3.0,0.0,-3.0,,Low,128,2025-09-05,29,40,No,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0464,Office Supplies,IT,Jennifer Martinez,Team D,100704.66,24717.23,20846.68,15898.01,39242.74,RFP,On Hold,Supplier-834,B+,38.5,2025-08-02,CEO,No,2025-09-04,2025-08-04,103,Project note for PR-2025-0464,6.0,8.0,21.0,8.0,5.0,3.0,6.0,6.0,8.0,21.0,8.0,5.0,3.0,51.0,6.0,9.0,30.0,7.0,4.0,6.0,62.0,8.0,13.0,15.0,18.0,5.0,9.0,5.0,15.0,19.0,14.0,12.0,3.0,1.0,-6.0,11.0,-7.0,-8.0,3.0,,Low,112,2025-09-08,13,32,Yes,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2025,Q3,August,2025-Q3,2025-08-01,PR-2025-0486,Software License Renewal,Procurement,Robert Taylor,Team A,179961.89,42832.29,29219.99,31635.45,76274.16,Framework Agreement,Completed,Supplier-361,A,44.2,2025-08-03,COO,No,2025-09-17,2025-08-13,71,Project note for PR-2025-0486,7.0,12.0,28.0,9.0,3.0,7.0,7.0,7.0,12.0,28.0,9.0,3.0,7.0,66.0,11.0,13.0,34.0,10.0,2.0,8.0,78.0,12.0,16.0,16.0,12.0,12.0,4.0,6.0,19.0,35.0,15.0,11.0,9.0,5.0,-6.0,-1.0,-5.0,-9.0,-1.0,,None,106,2025-10-07,17,38,Yes,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0038,Marketing Campaign,Sales,Mary Rodriguez,Team F,487933.3,85951.03,109349.78,127999.67,164632.84,Spot Buy,On Hold,Supplier-426,B+,39.3,2025-09-02,VP Operations,Yes,2025-10-19,2025-09-10,61,Project note for PR-2025-0038,5.0,6.0,11.0,9.0,9.0,6.0,5.0,5.0,6.0,11.0,9.0,9.0,6.0,46.0,9.0,6.0,11.0,12.0,12.0,6.0,56.0,7.0,14.0,31.0,14.0,12.0,7.0,12.0,7.0,17.0,13.0,12.0,6.0,-3.0,-1.0,-6.0,-1.0,0.0,0.0,,Critical,85,2025-10-27,16,21,Yes,No,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0092,IT Infrastructure Upgrade,HR,Lisa Anderson,Team A,495981.34,113823.17,94602.85,129163.95,158391.38,Framework Agreement,In Progress,Supplier-670,C,58.6,2025-09-04,VP Finance,No,2025-11-08,2025-09-13,91,Project note for PR-2025-0092,7.0,9.0,28.0,10.0,9.0,7.0,7.0,7.0,9.0,28.0,10.0,9.0,7.0,70.0,7.0,16.0,26.0,11.0,14.0,7.0,81.0,6.0,10.0,31.0,13.0,10.0,3.0,7.0,13.0,35.0,7.0,6.0,5.0,0.0,3.0,-9.0,4.0,8.0,2.0,,None,150,2025-10-31,18,22,Yes,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0130,Consulting Services,Sales,Emily Davis,Team A,396878.0,110173.27,108072.11,73020.43,105612.2,Framework Agreement,Under Review,Supplier-666,A+,88.4,2025-09-02,Director Procurement,No,2025-10-28,2025-09-11,92,Project note for PR-2025-0130,6.0,14.0,25.0,12.0,7.0,2.0,6.0,6.0,14.0,25.0,12.0,7.0,2.0,66.0,10.0,14.0,27.0,15.0,11.0,5.0,82.0,8.0,16.0,19.0,16.0,5.0,9.0,5.0,7.0,30.0,18.0,5.0,9.0,5.0,7.0,-3.0,-3.0,6.0,-4.0,,Medium,165,2025-10-16,20,45,Yes,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0136,Facility Maintenance,Operations,Mary Rodriguez,Team A,30694.13,9676.31,9727.49,6469.8,4820.53,RFP,Pending,Supplier-672,B,79.2,2025-09-03,Director Procurement,Yes,2025-10-04,2025-09-04,49,Project note for PR-2025-0136,7.0,9.0,30.0,15.0,10.0,2.0,7.0,7.0,9.0,30.0,15.0,10.0,2.0,73.0,9.0,12.0,30.0,20.0,11.0,1.0,83.0,6.0,19.0,23.0,14.0,6.0,8.0,12.0,16.0,28.0,11.0,12.0,4.0,-3.0,-4.0,2.0,9.0,-1.0,-3.0,,Medium,125,2025-10-16,28,38,Yes,No,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0150,Marketing Campaign,Legal,John Smith,Team E,223529.94,40905.25,66471.96,55492.41,60660.31,Framework Agreement,Completed,Supplier-254,B,64.5,2025-09-05,CFO,Yes,2025-10-08,2025-09-09,49,Project note for PR-2025-0150,3.0,8.0,15.0,5.0,10.0,4.0,3.0,3.0,8.0,15.0,5.0,10.0,4.0,45.0,3.0,12.0,23.0,4.0,15.0,3.0,60.0,12.0,12.0,32.0,14.0,12.0,10.0,6.0,20.0,19.0,8.0,10.0,4.0,-3.0,-8.0,4.0,-4.0,5.0,-1.0,,Low,82,2025-10-07,10,25,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0154,Cloud Services Subscription,IT,Lisa Anderson,Team A,481939.38,137362.6,149848.52,80737.87,113990.41,RFQ,Approved,Supplier-238,C,21.1,2025-09-02,VP Finance,No,2025-11-23,2025-09-03,119,Project note for PR-2025-0154,6.0,5.0,16.0,12.0,5.0,7.0,6.0,6.0,5.0,16.0,12.0,5.0,7.0,51.0,7.0,8.0,17.0,11.0,7.0,9.0,59.0,7.0,14.0,28.0,7.0,6.0,5.0,7.0,18.0,29.0,14.0,12.0,3.0,0.0,-10.0,-12.0,-3.0,-5.0,6.0,,None,145,2025-10-20,12,26,No,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0172,Equipment Purchase,R&D,Mary Rodriguez,Team E,277859.44,46022.36,57040.37,54334.94,120461.76,Tender,Approved,Supplier-221,B,25.7,2025-09-02,COO,Yes,2025-11-05,2025-09-06,72,Project note for PR-2025-0172,6.0,15.0,20.0,9.0,7.0,7.0,6.0,6.0,15.0,20.0,9.0,7.0,7.0,64.0,8.0,15.0,19.0,11.0,5.0,8.0,66.0,9.0,20.0,26.0,13.0,11.0,3.0,12.0,17.0,31.0,9.0,11.0,6.0,-4.0,-2.0,-12.0,2.0,-6.0,2.0,,Medium,88,2025-11-01,28,26,No,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0200,Hardware Procurement,Marketing,Lisa Anderson,Team A,109137.6,26857.14,28656.29,26069.18,27554.99,Framework Agreement,Pending,Supplier-267,A+,44.6,2025-09-05,COO,Yes,2025-10-14,2025-09-09,37,Project note for PR-2025-0200,7.0,15.0,27.0,6.0,3.0,2.0,7.0,7.0,15.0,27.0,6.0,3.0,2.0,60.0,6.0,20.0,31.0,5.0,7.0,2.0,71.0,5.0,10.0,15.0,10.0,11.0,9.0,7.0,12.0,35.0,11.0,8.0,9.0,-1.0,8.0,-4.0,-6.0,-1.0,-7.0,,None,58,2025-10-20,10,23,Yes,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0206,Marketing Campaign,HR,Robert Taylor,Team D,183150.55,30078.23,53503.95,44349.58,55218.79,Spot Buy,In Progress,Supplier-584,B+,98.3,2025-09-05,VP Finance,No,2025-11-15,2025-09-08,45,Project note for PR-2025-0206,10.0,5.0,21.0,9.0,9.0,5.0,10.0,10.0,5.0,21.0,9.0,9.0,5.0,59.0,10.0,9.0,27.0,12.0,12.0,4.0,74.0,11.0,15.0,29.0,11.0,5.0,3.0,8.0,18.0,32.0,7.0,7.0,4.0,2.0,-9.0,-5.0,5.0,5.0,0.0,,Critical,104,2025-10-12,10,38,No,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0220,Marketing Campaign,IT,Mary Rodriguez,Team E,446772.47,136223.28,143588.77,147628.53,19331.91,Spot Buy,Pending,Supplier-710,C+,58.7,2025-09-04,CFO,No,2025-11-16,2025-09-13,111,Project note for PR-2025-0220,3.0,7.0,23.0,8.0,5.0,4.0,3.0,3.0,7.0,23.0,8.0,5.0,4.0,50.0,8.0,4.0,25.0,12.0,8.0,4.0,61.0,6.0,10.0,27.0,17.0,6.0,7.0,12.0,15.0,20.0,11.0,10.0,8.0,-4.0,-11.0,5.0,1.0,-2.0,-4.0,,None,130,2025-10-30,18,28,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0244,Equipment Purchase,Procurement,David Wilson,Team E,324383.7,61800.81,87106.04,55338.32,120138.51,RFQ,Completed,Supplier-321,C+,42.4,2025-09-04,VP Finance,No,2025-11-09,2025-09-06,46,Project note for PR-2025-0244,9.0,10.0,28.0,14.0,7.0,7.0,9.0,9.0,10.0,28.0,14.0,7.0,7.0,75.0,14.0,10.0,28.0,12.0,8.0,7.0,79.0,6.0,19.0,34.0,9.0,7.0,5.0,12.0,20.0,15.0,12.0,6.0,3.0,2.0,-10.0,13.0,0.0,2.0,4.0,,Critical,65,2025-10-18,30,34,No,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0264,Equipment Purchase,Marketing,Mary Rodriguez,Team C,410481.9,118183.5,73104.16,124778.77,94415.47,Spot Buy,In Progress,Supplier-991,C,82.9,2025-09-04,CFO,Yes,2025-11-27,2025-09-10,87,Project note for PR-2025-0264,6.0,7.0,20.0,12.0,6.0,5.0,6.0,6.0,7.0,20.0,12.0,6.0,5.0,56.0,9.0,9.0,21.0,14.0,8.0,8.0,69.0,5.0,9.0,18.0,17.0,11.0,9.0,11.0,19.0,30.0,7.0,5.0,8.0,-2.0,-10.0,-9.0,7.0,3.0,0.0,,Low,34,2025-10-26,18,21,No,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0318,Security Systems,HR,Lisa Anderson,Team A,409172.62,95580.24,137522.69,126373.58,49696.13,RFQ,In Progress,Supplier-967,B+,44.7,2025-09-04,VP Finance,Yes,2025-10-17,2025-09-08,89,Project note for PR-2025-0318,5.0,7.0,11.0,6.0,3.0,6.0,5.0,5.0,7.0,11.0,6.0,3.0,6.0,38.0,4.0,6.0,9.0,11.0,3.0,6.0,39.0,6.0,11.0,25.0,18.0,10.0,6.0,12.0,13.0,28.0,8.0,9.0,6.0,-8.0,-7.0,-19.0,3.0,-6.0,0.0,,Critical,151,2025-10-29,6,31,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0348,Professional Services,R&D,Jennifer Martinez,Team F,260980.77,72005.43,72932.16,53948.16,62095.01,RFP,Under Review,Supplier-562,A,70.1,2025-09-06,COO,Yes,2025-11-04,2025-09-07,118,Project note for PR-2025-0348,10.0,6.0,21.0,7.0,6.0,6.0,10.0,10.0,6.0,21.0,7.0,6.0,6.0,56.0,14.0,10.0,28.0,12.0,7.0,9.0,80.0,7.0,7.0,34.0,14.0,9.0,9.0,6.0,16.0,17.0,18.0,12.0,10.0,8.0,-6.0,11.0,-6.0,-5.0,-1.0,,Low,166,2025-10-18,17,37,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0356,Office Supplies,HR,Jennifer Martinez,Team F,396782.34,127422.6,102382.82,84927.58,82049.33,Direct Purchase,Completed,Supplier-415,C+,41.3,2025-09-02,VP Operations,Yes,2025-11-02,2025-09-10,93,Project note for PR-2025-0356,6.0,7.0,22.0,9.0,6.0,2.0,6.0,6.0,7.0,22.0,9.0,6.0,2.0,52.0,9.0,8.0,25.0,14.0,5.0,2.0,63.0,12.0,16.0,33.0,14.0,5.0,5.0,7.0,14.0,17.0,9.0,5.0,8.0,2.0,-6.0,8.0,5.0,0.0,-6.0,,Medium,93,2025-11-01,24,34,No,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0364,Software License Renewal,HR,Emily Davis,Team B,164373.02,46606.64,47922.26,35066.22,34777.9,Direct Purchase,On Hold,Supplier-276,A,23.4,2025-09-06,CEO,No,2025-11-13,2025-09-15,34,Project note for PR-2025-0364,7.0,15.0,29.0,12.0,9.0,6.0,7.0,7.0,15.0,29.0,12.0,9.0,6.0,78.0,12.0,22.0,31.0,11.0,10.0,8.0,94.0,12.0,17.0,18.0,13.0,11.0,7.0,6.0,13.0,27.0,8.0,7.0,6.0,6.0,9.0,4.0,3.0,3.0,2.0,,None,154,2025-10-13,6,35,No,No,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2025,Q3,September,2025-Q3,2025-09-01,PR-2025-0498,IT Infrastructure Upgrade,HR,Mary Rodriguez,Team D,44594.65,13744.62,10441.56,9489.39,10919.08,Spot Buy,In Progress,Supplier-307,A,67.5,2025-09-02,CFO,Yes,2025-11-23,2025-09-11,99,Project note for PR-2025-0498,3.0,12.0,16.0,12.0,4.0,4.0,3.0,3.0,12.0,16.0,12.0,4.0,4.0,51.0,2.0,14.0,26.0,10.0,6.0,5.0,63.0,11.0,9.0,27.0,15.0,8.0,7.0,12.0,13.0,21.0,15.0,5.0,5.0,-10.0,1.0,5.0,-5.0,1.0,0.0,,Low,34,2025-11-03,20,32,Yes,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0022,Professional Services,HR,Jennifer Martinez,Team A,188782.0,33278.94,62661.57,40653.04,52188.45,Framework Agreement,Cancelled,Supplier-525,B+,34.1,2025-10-03,VP Operations,Yes,2025-12-22,2025-10-12,76,Project note for PR-2025-0022,7.0,7.0,18.0,12.0,7.0,7.0,7.0,7.0,7.0,18.0,12.0,7.0,7.0,58.0,10.0,5.0,27.0,11.0,7.0,7.0,67.0,11.0,20.0,32.0,12.0,6.0,9.0,5.0,11.0,32.0,8.0,12.0,8.0,5.0,-6.0,-5.0,3.0,-5.0,-1.0,,Critical,97,2025-11-28,17,40,No,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0032,Marketing Campaign,Marketing,Robert Taylor,Team A,120023.99,25653.56,20382.07,35159.93,38828.43,Framework Agreement,Pending,Supplier-443,A,83.3,2025-10-03,VP Operations,No,2025-11-04,2025-10-08,90,Project note for PR-2025-0032,5.0,12.0,24.0,14.0,3.0,2.0,5.0,5.0,12.0,24.0,14.0,3.0,2.0,60.0,3.0,13.0,25.0,14.0,7.0,1.0,63.0,9.0,10.0,24.0,8.0,5.0,6.0,11.0,17.0,34.0,14.0,6.0,4.0,-8.0,-4.0,-9.0,0.0,1.0,-3.0,,Low,157,2025-11-25,22,20,Yes,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0046,Equipment Purchase,Sales,John Smith,Team E,116461.91,37587.62,18784.0,29206.22,30884.07,Tender,On Hold,Supplier-396,C+,38.7,2025-10-06,VP Operations,Yes,2025-11-25,2025-10-16,106,Project note for PR-2025-0046,8.0,8.0,19.0,7.0,6.0,5.0,8.0,8.0,8.0,19.0,7.0,6.0,5.0,53.0,10.0,9.0,15.0,7.0,10.0,8.0,59.0,12.0,7.0,26.0,17.0,11.0,8.0,11.0,13.0,19.0,11.0,11.0,5.0,-1.0,-4.0,-4.0,-4.0,-1.0,3.0,,Medium,167,2025-11-25,12,27,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0048,Professional Services,IT,Emily Davis,Team E,433401.56,129262.22,66416.18,112971.46,124751.71,Tender,Pending,Supplier-698,A+,66.3,2025-10-05,VP Operations,No,2025-11-22,2025-10-08,55,Project note for PR-2025-0048,8.0,8.0,22.0,14.0,6.0,5.0,8.0,8.0,8.0,22.0,14.0,6.0,5.0,63.0,11.0,9.0,32.0,19.0,11.0,5.0,87.0,10.0,9.0,19.0,18.0,12.0,5.0,5.0,15.0,16.0,8.0,5.0,3.0,6.0,-6.0,16.0,11.0,6.0,2.0,,Low,135,2025-10-26,25,27,Yes,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0066,Hardware Procurement,Procurement,Michael Brown,Team B,147090.23,26100.75,27931.19,48088.28,44970.01,RFP,Cancelled,Supplier-638,B+,39.9,2025-10-06,Director Procurement,No,2025-12-25,2025-10-07,78,Project note for PR-2025-0066,8.0,12.0,27.0,12.0,8.0,6.0,8.0,8.0,12.0,27.0,12.0,8.0,6.0,73.0,11.0,15.0,30.0,12.0,6.0,7.0,81.0,8.0,7.0,23.0,7.0,12.0,8.0,8.0,9.0,18.0,10.0,8.0,7.0,3.0,6.0,12.0,2.0,-2.0,0.0,,Low,166,2025-12-06,28,21,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0078,Professional Services,Finance,Sarah Johnson,Team A,107877.2,21855.79,27468.69,20532.77,38019.95,RFQ,Under Review,Supplier-820,A,52.8,2025-10-03,Director Procurement,Yes,2025-11-04,2025-10-12,93,Project note for PR-2025-0078,6.0,12.0,20.0,8.0,3.0,2.0,6.0,6.0,12.0,20.0,8.0,3.0,2.0,51.0,5.0,10.0,30.0,8.0,2.0,5.0,60.0,6.0,18.0,18.0,11.0,8.0,10.0,9.0,11.0,29.0,7.0,6.0,5.0,-4.0,-1.0,1.0,1.0,-4.0,0.0,,High,40,2025-11-09,16,45,No,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0080,Equipment Purchase,Legal,Mary Rodriguez,Team F,447110.3,121874.58,68107.86,150619.97,106507.91,Direct Purchase,Cancelled,Supplier-617,C+,87.9,2025-10-05,CEO,No,2025-12-29,2025-10-08,39,Project note for PR-2025-0080,10.0,10.0,17.0,10.0,7.0,2.0,10.0,10.0,10.0,17.0,10.0,7.0,2.0,56.0,11.0,15.0,24.0,14.0,8.0,1.0,73.0,12.0,14.0,33.0,14.0,6.0,10.0,12.0,12.0,18.0,14.0,5.0,4.0,-1.0,3.0,6.0,0.0,3.0,-3.0,,High,133,2025-11-13,6,37,Yes,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,2025,Q4,October,2025-Q4,2025-10-01,PR-2025-0102,Marketing Campaign,IT,Mary Rodriguez,Team C,491021.1,151093.27,147964.06,152759.16,39204.62,Framework Agreement,Completed,Supplier-549,B+,78.7,2025-10-02,Director Procurement,Yes,2025-12-15,2025-10-09,75,Project note for PR-2025-0102,5.0,9.0,11.0,12.0,10.0,6.0,5.0,5.0,9.0,11.0,12.0,10.0,6.0,53.0,7.0,14.0,21.0,13.0,10.0,9.0,74.0,10.0,12.0,29.0,11.0,7.0,4.0,7.0,14.0,24.0,11.0,10.0,10.0,0.0,0.0,-3.0,2.0,0.0,-1.0,,Critical,30,2025-12-07,25,36,No,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
